id;ddv;ddvs;rdv;mode;com;rec;motif;lun_m;lun_a;mar_m;mar_a;mer_m;mer_a;jeu_m;jeu_a;ven_m;ven_a
1075;;[];;;;PVM1;;09:00-14:00(R);14:00-19:30(R);09:00-14:00(R);14:00-19:30(R);09:00-14:00(R);14:00-19:30(R);09:00-14:00(R);14:00-19:30(R);09:00-14:00(R);14:00-19:30(R)
1076;;[];;;;PVM1;;;;;;;;;;;
1077;;[];;;;PVM1;;;;;;;;;;;
1078;;[];;;;PVM1;;;;;;;;;;;
1079;;[];;;;PVM1;;;;;;;;;;;
1080;;[];;;;PVM1;;;;;;;;;;;
1081;;[];;;PMI;PVM1;;;;;;;;;;;
1082;;[];;;;;;"08:00-12:00(D)
13:00-14:00(R)";14:00-20:00(R);"08:00-12:00(D)
13:00-14:00(R)";14:00-20:00(R);08:30-13:00(R);;"08:00-12:00(D)
13:00-14:00(R)";14:00-20:00(R);"08:00-12:00(D)
13:00-14:00(R)";14:00-20:00(R)
1083;;[];;;;PVM1;;;;;;;;;;;
1084;;[];;;;PVM1;;;;;;;;;;;
1085;;[];;;;PVM1;;;;;;;;;;;
1086;;[];;;;PVM1;;;;;;;;;;;
1087;;[];;;;PVM1;;;;;;;;;;;
1088;;[];;;;;;;14:00-22:00(R);;14:00-22:00(R);;14:00-22:00(R);;;;14:00-22:00(R)
1089;;[];;;;PVM1;;;17:00-20:00(R);;17:00-20:00(R);;17:00-20:00(R);;17:00-20:00(R);;17:00-20:00(R)
1090;;[];;;;PVM1;;;;;;;;;;;
1091;;[];;;;;;13:00-14:00(R);14:00-19:00(R);13:00-14:00(R);14:00-17:00(R);13:00-14:00(R);14:00-19:00(R);13:00-14:00(R);14:00-17:00(R);13:00-14:00(R);14:00-19:00(R)
1092;;[];;;;PVM1;;;;;;;;;;;
1093;;[];;;;PVM1;;;;;;;;;;;
1094;;[];;;;PVM1;;12:00-14:00(R);14:00-18:30(R);;14:00-18:30(R);10:00-12:00(R);17:00-18:30(R);;14:00-18:30(R);12:00-14:00(R);14:00-19:30(R)
1095;2023-07-03 15:00:00;[Timestamp('2023-07-03 15:00:00')];;;;;;;;;;;;;;;
1096;;[];;;;PVM1;;;;;;;;;;;
1097;;[];;;;PVM1;;;;;;;;;;;
1098;;[];;;;PVM1;;;;;;;;;;;
1099;;[];;;;PVM1;;;;;;;;;;;
1100;2023-10-10 09:30:00;[Timestamp('2023-10-10 09:30:00')];;;;PVM1;;;;;;;;;;;
1101;;[];;;;PVM1;;;;;;;;;;;
1102;2023-11-29 11:30:00;[Timestamp('2023-11-29 11:30:00')];;;;;;;;;;;;09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R)
1103;;[];;;;;;;;;;;;;;;
1104;;[];;;;PVM1;;;;;;;;;;;
1105;;[];;;;PVM1;;;;;;;;;;;
1106;;[];;;;PVM1;;09:00-13:00(R);15:00-17:00(R);09:00-13:00(R);15:00-17:00(R);09:00-13:00(R);15:00-17:00(R);09:00-13:00(R);15:00-17:00(R);09:00-13:00(R);15:00-17:00(R)
1107;;[];;;;PVM1;;10:00-14:00(R);14:00-20:45(R);10:00-14:00(R);14:00-20:45(R);10:00-14:00(R);14:00-20:45(R);10:00-14:00(R);14:00-20:45(R);10:00-14:00(R);14:00-20:45(R)
1108;;[];;;;PVM1;;;;;;;;;;;
1109;;[];;;;PVM1;;;;;;;;;;;
1110;;[];;;;PVM1;;;;;;;;;;;
1111;;[];;;;PVM1;;;;;;;;;;;
1112;;[];;;;PVM1;;;;;;;;;;;
1113;;[];;;;PVM1;;;;;;;;;;;
1114;;[];;;;PVM1;;13:00-14:00(R);14:00-20:00(R);09:00-14:00(R);14:00-17:00(R);08:00-14:00(R);14:00-17:00(R);08:00-14:00(R);14:00-19:00(R);;
1115;;[];;;;;;;;;;;;;;;
1116;;[];;;;PVM1;;;;;;;;;;;
1117;2023-09-29 11:45:00;[Timestamp('2023-09-29 11:45:00')];;;;PVM1;;09:00-14:00(R);15:00-19:00(R);09:00-14:00(R);15:00-19:00(R);09:00-14:00(R);15:00-19:00(R);09:00-14:00(R);15:00-19:00(R);;
1118;;[];;;;PVM1;;08:00-12:00(R);;;;;;08:00-14:00(R);14:00-19:30(R);08:00-14:00(R);14:00-19:30(R)
1119;;[];;;;PVM1;;;;;;;;;;;
1120;;[];;;;PVM1;;;;;;;;;;;
1121;;[];;;;PVM1;;;;;;;;;;;
1122;;[];;;;PVM1;;;;;;;;;;;
1123;;[];;;;PVM1;;09:00-14:00(R);14:00-17:30(R);09:00-14:00(R);14:00-17:30(R);09:00-14:00(R);14:00-17:30(R);09:00-14:00(R);14:00-17:30(R);09:00-14:00(R);14:00-17:30(R)
1124;;[];;;;PVM1;;;;;;;;;;;
1125;;[];;;;PVM1;;;;;;;;;;;
1126;;[];;;;PVM1;;;;;;;;;;;
1127;;[];;;;PVM1;;;;;;;;;;;
1128;;[];;;;PVM1;;09:30-14:00(R);14:00-19:00(R);09:30-14:00(R);14:00-19:00(R);09:30-14:00(R);14:00-19:00(R);09:30-14:00(R);14:00-19:00(R);09:30-14:00(R);14:00-19:00(R)
1129;;[];;;;PVM1;;;;;;;;;;;
1130;;[];;;;PVM1;;;;;;;;;;;
1131;;[];;;;PVM1;;;;;;;;;;;
1132;;[];;;;PVM1;;;;;;;;;;;
1133;;[];;;;;;;;;;;;;;;
1134;2024-03-01 11:00:00;[Timestamp('2024-03-01 11:00:00')];;;;PVM1/NV22;;10:00-14:00(R);14:00-19:30(R);10:00-14:00(R);;;;10:00-14:00(R);14:00-19:30(R);10:00-14:00(R);14:00-15:00(R)
1135;;[];;;;PVM1;;;;;;;;;;;
1136;;[];;;;PVM1;;;;;;;;;;;
1137;;[];;;;PVM1;;;;;;;;;;;
1138;;[];;;;PVM1;;10:00-14:00(R);15:00-19:00(R);10:00-14:00(R);15:00-19:00(R);10:00-14:00(R);15:00-19:00(R);10:00-14:00(R);15:00-19:00(R);10:00-14:00(R);15:00-19:00(R)
1139;;[];;;;PVM1;;;;;;;;;;;
1140;;[];;;;PVM1;;;;;;;;;;;
1141;;[];;;;PVM1;;;;;;;;;;;
1142;;[];;;;PVM1;;;;;;;;;;;
1143;;[];;;;PVM1;;;;;;;;;;;
1144;;[];;;;PVM1;;;;;;;;;;;
1145;;[];;;;;;;14:00-19:30(R);;14:00-19:30(R);;14:00-19:30(R);;14:00-19:30(R);;14:00-19:30(R)
1146;;[];;;;PVM1;;;;;;;;;;;
1147;;[];;;;PVM1;;;;;;;;;;;
1148;2023-06-29 11:30:00;[Timestamp('2023-06-29 11:30:00')];;;;;;;;;;;;;;;
1149;;[];;;;PVM1;;;;;;;;;;;
1150;;[];;;;PVM1;;;;;;;;;;;
1151;;[];;;;PVM1;;;;;;;;;;;
1152;;[];;;;PVM1;;;;;;;;;;;
1153;;[];;;;PVM1;;;;;;;;;;;
1154;;[];;;;PVM1;;;;;;;;;;;
1155;;[];;;;PVM1;;;;;;;;;;;
1156;;[];;;;PVM1;;;;;;;;;;;
1157;;[];;;;;;;;;;;;;;;
1158;;[];;;;PVM1;;;;;;;;;;;
1159;;[];;;;PVM1;;;;;;;;;;;
1160;;[];;;;PVM1;;;;;;;;;;;
1161;;[];;;;PVM1;;;;;;;;;;;
1162;;[];;;;PVM1;;09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R)
1163;;[];;;;PVM1;;;;;;;;;;;
1164;;[];;;;;;09:00-11:00(R);;09:00-12:00(R);15:00-20:00(R);;15:00-20:00(R);;;09:00-12:00(R);15:00-20:00(R)
1165;;[];;;PMI;PVM1;;;;;;;;;;;
1166;;[];;;;PVM1;;;;;;;;;;;
1167;;[];;;;PVM1;;;;;;;;;;;
1168;;[];;;;PVM1;;;;;;;;;;;
1169;;[];;;;PVM1;;;;;;;;;;;
1170;;[];;;PMI;;;;;;;;;;;;
1171;;[];;;;PVM1;;;;;;;;;;;
1172;;[];;;;;;;14:00-19:00(R);09:00-14:00(R);14:00-19:00(R);;14:00-19:00(R);09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R)
1173;;[];;;;PVM1;;;;;;;;;;;
1174;;[];;;;PVM1;;;;;;;;;;;
1175;2024-02-06 16:00:00;[Timestamp('2024-02-06 16:00:00')];;;;PVM1;;;;;;;;;;;
1176;;[];;;;PVM1;;;;;;;;;;;
1177;;[];;;;PVM1;;;;;;;;;;;
1178;;[];;;;PVM1;;;;;;;;;;;
1179;;[];;;;PVM1;;;;;;;;;;;
1180;;[];;;;PVM1;;;;;;;;;;;
1181;;[];;;;PVM1;;;;;;;;;;;
1182;2023-12-04 10:30:00;[Timestamp('2023-12-04 10:30:00')];;;;;;;;;;;;;;;
1183;;[];;;;PVM1;;;;;;;;;;;
1184;;[];;;;PVM1;;;;;;;;;;;
1185;;[];;;;PVM1;;;;;;;;;;;
1186;;[];;;;PVM1;;;;;;;;;;;
1187;;[];;;;PVM1;;;;;;;;;;;
1188;;[];;;;PVM1;;;;;;;;;;;
1189;;[];;;;PVM1;;;;;;;;;;;
1190;;[];;;;PVM1;;;;;;;;;;;
1191;;[];;;;PVM1;;;;;;;;;;;
1192;;[];;;;PVM1;;;;;;;;;;;
1193;;[];;;;PVM1;;;;;;;;;;;
1194;;[];;;;PVM1;;;;;;;;;;;
1195;;[];;;;PVM1;;"09:00-11:30(D)
11:30-12:30(R)
13:30-14:00(R)";14:00-19:30(R);"09:00-11:30(D)
11:30-12:30(R)
13:30-14:00(R)";14:00-19:30(R);"09:00-11:30(D)
11:30-12:30(R)
13:30-14:00(R)";14:00-19:30(R);"09:00-11:30(D)
11:30-12:30(R)
13:30-14:00(R)";14:00-19:30(R);"09:00-11:30(D)
11:30-12:30(R)
13:30-14:00(R)";14:00-19:30(R)
1196;2024-02-16 11:30:00;[Timestamp('2024-02-16 11:30:00')];;;;PVM1;;;;;;;;;;;
1197;;[];;;;PVM1;;;;;;;;;;;
1198;2024-01-28 16:00:00;[Timestamp('2024-01-28 16:00:00'), Timestamp('2023-09-18 14:00:00')];;;;PVM1;;;;;;;;;;;
1199;2023-12-19 13:00:00;[Timestamp('2023-12-19 13:00:00'), Timestamp('2023-08-29 14:00:00')];;;;PVM1;;08:30-14:00(R);14:00-19:00(R);08:30-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R);08:30-14:00(R);14:00-19:00(R);08:30-14:00(R);14:00-17:00(R)
1200;;[];;;;PVM1;;;;;;;;;;;
1201;;[];;;;PVM1;;;;;;;;;;;
1202;;[];;;;PVM1;;;;;;;;;;;
1203;;[];;;;PVM1;;;;;;;;;;;
1204;;[];;;;PVM1;;;;;;;;;;;
1205;;[];;;;PVM1;;;;;;;;;;;
1206;;[];;;;PVM1;;;;;;;;;;;
1207;;[];;;;PVM1;;;;;;;;;;;
1208;;[];;;;;;;;;;;;;;;
1209;;[];;;;PVM1;;;;;;;;;;;
1210;;[];;;;PVM1;;;;;;;;;;;
1211;;[];;;;PVM1;;;;;;;;;;;
1212;;[];;;;PVM1;;;;;;;;;;;
1213;;[];;;;PVM1;;"12:00-13:00(D)
09:00-12:00(R)";14:00-19:00(R);"12:00-13:00(D)
09:00-12:00(R)";14:00-19:00(R);"12:00-13:00(D)
09:00-12:00(R)";14:00-19:00(R);"12:00-13:00(D)
09:00-12:00(R)";14:00-19:00(R);"12:00-13:00(D)
09:00-12:00(R)";14:00-19:00(R)
1214;2024-02-21 11:00:00;[Timestamp('2024-02-21 11:00:00'), Timestamp('2023-12-01 15:30:00'), Timestamp('2023-10-13 15:00:00')];;;;PVM1;;;;;;;;;;;
1215;;[];;;;PVM1;;;;;;;;;;;
1216;;[];;;;PVM1;;09:30-12:00(R);14:30-20:00(R);09:30-12:00(R);14:30-20:00(R);09:30-12:00(R);14:30-20:00(R);09:30-12:00(R);14:30-20:00(R);09:00-14:00(R);
1217;;[];;;;PVM1;;;;;;;;;;;
1218;;[];;;;PVM1;;;;;;;;;;;
1219;;[];;;;PVM1;;10:00-14:00(R);14:00-19:00(R);10:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R);10:00-14:00(R);14:00-19:00(R);10:00-14:00(R);14:00-19:00(R)
1220;;[];;;ESTHETIQUE;PVM1;;;;;;;;;;;
1221;;[];;;;PVM1;;;16:30-19:30(R);;14:00-19:00(R);;;09:00-12:00(R);14:00-16:30(R);;15:00-18:30(R)
1222;2024-01-03 17:00:00;[Timestamp('2024-01-03 17:00:00')];True;;;OUI;;;;;;;;;;;
1223;;[];;;;PVM1;;;;;;;;;;;
1224;;[];;;;PVM1;;;;;;;;;;;
1225;;[];;;;;;;;;;;;;;;
1226;;[];;;;PVM1;;12:00-14:00(R);14:00-18:00(R);11:00-14:00(R);14:00-16:00(R);;;10:00-12:00(R);17:00-19:00(R);09:30-14:00(R);14:00-16:00(R)
1227;;[];;;;PVM1;;;;;;;;;;;
1228;;[];;;ESTHETIQUE;PVM1;;;;;;;;;;;
1229;;[];;;;PVM1;;10:00-14:00(R);14:00-18:00(R);10:00-14:00(R);14:00-18:00(R);10:00-14:00(R);14:00-18:00(R);10:00-14:00(R);14:00-18:00(R);10:00-14:00(R);14:00-18:00(R)
1230;;[];;;;PVM1/NV22;;;;;;;;;;;
1231;;[];;;;PVM1;;;;;;;;;;;
1232;;[];;;;PVM1;;;;;;;;;;;
1233;;[];;;;PVM1;;;;;;;;;;;
1234;;[];;;;;;;;;;;;;;;
1235;2023-11-15 00:00:00;[];;;;PVM1;;;;;;;;;;;
1236;;[];;;;PVM1;;;;;;;;;;;
1237;;[];;;;PVM1;;;;;;;;;;;
1238;;[];;;;PVM1;;;;;;;;;;;
1239;;[];;;;PVM1;;;;;;;;;;;
1240;;[];;;;PVM1;;09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R)
1241;;[];;;;PVM1;;;;;;;;;;;
1242;;[];;;;PVM1;;;;;;;;;;;
1243;;[];;;;PVM1;;;;;;;;;;;
1244;2024-02-15 14:00:00;[Timestamp('2024-02-15 14:00:00')];;;;PVM1;;;;;;;;;;;
1245;2024-02-05 14:00:00;[Timestamp('2024-02-05 14:00:00')];;;;;;09:00-14:00(R);14:00-19:00(R);08:45-14:00(R);14:00-19:00(R);08:45-14:00(R);14:00-19:00(R);08:45-13:45(R);;;
1246;;[];;;;PVM1;;;;;;;;;;;
1247;;[];;;;PVM1;;;;;;;;;;;
1248;;[];;;;;;;;;;;;;;;
1249;;[];;;;PVM1;;;;;;;;;;;
1250;;[];;;;PVM1;;;;;;;;;;;
1251;;[];;;;PVM1;;;;;;;;;;;
1252;2023-11-24 12:00:00;[Timestamp('2023-11-24 12:00:00')];;;;PVM1;;09:00-14:00(R);14:00-18:30(R);09:00-14:00(R);14:00-18:30(R);09:00-14:00(R);14:00-18:30(R);09:00-14:00(R);14:00-18:30(R);09:00-14:00(R);14:00-18:30(R)
1253;2023-10-11 12:00:00;[Timestamp('2023-10-11 12:00:00')];;;;PVM1;;;14:00-20:30(R);;14:00-20:30(R);;;09:30-12:00(R);;09:00-14:00(R);14:00-19:30(R)
1254;;[];;;;PVM1;;;;;;;;;;;
1255;;[];;;;;;;;;;;;;;;
1256;;[];;;;PVM1;;;;;;;;;;;
1257;;[];;;;PVM1;;;;;;;;;;;
1258;;[];;;;PVM1;;;;;;;;;;;
1259;;[];;;;PVM1;;;;;;;;;;;
1260;;[];;;;PVM1;;;;;;;;;;;
1261;;[];;;;PVM1;;;;;;;;;;;
1262;2024-02-15 09:00:00;[Timestamp('2024-02-15 09:00:00')];;;;PVM1;;;;;;;;;;;
1263;2023-11-16 00:00:00;[];;;;PVM1;;;;;;;;;;;
1264;;[];;;;PVM1;;;;;;;;;;;
1265;;[];;;;PVM1;;;;;;;;;;;
1266;;[];;;;PVM1;;;;;;;;;;;
1267;2024-02-05 12:30:00;[Timestamp('2024-02-05 12:30:00')];;;;PVM1;;;;;;;;;;;
1268;2023-12-22 11:30:00;[Timestamp('2023-12-22 11:30:00'), Timestamp('2023-08-28 10:00:00')];;;;;;;;;;;;;;;
1269;;[];;;;PVM1;;;;;;;;;;;
1270;;[];;;;PVM1;;;;;;;;;;;
1271;;[];;;;PVM1;;;;;;;;;;;
1272;;[];;;;PVM1;;;;;;;;;;;
1273;;[];;;;PVM1;;;;;;;;;;;
1274;;[];;;;PVM1;;;;;;;;;;;
1275;;[];;;;PVM1;;;;;;;;;;;
1276;;[];;;;PVM1;;;;;;;;;;;
1277;;[];;;;PVM1;;;;;;;;;;;
1278;;[];;;;PVM1/NV22;;;;;;;;;;;
1279;;[];;;;PVM1;;;;;;;;;;;
1280;;[];;;;PVM1;;;;;;;;;;;
1281;;[];;;;PVM1;;;;;;;;;;;
1282;;[];;;;PVM1;;;;;;;;;;;
1283;;[];;;;PVM1;;;;;;;;;;;
1284;;[];;;;PVM1;;;;;;;;;;;
1285;;[];;;;PVM1;;;;;;;;;;;
1286;;[];;;;PVM1;;;;;;;;;;;
1287;;[];;;;PVM1;;;;;;;;;;;
1288;;[];;;;PVM1;;;;;;;;;;;
1289;;[];;;;PVM1;;;;;;;;;;;
1290;2024-01-04 12:30:00;[Timestamp('2024-01-04 12:30:00')];True;;;OUI;;09:30-14:00(R);14:00-15:00(R);08:00-12:30(R);;;14:00-19:00(R);09:00-12:30(R);;;
1291;;[];;;;;;;;;;;;;;;
1292;;[];;;;PVM1;;;;;;;;;;;
1293;;[];;;;PVM1;;;;;;;;;;;
1294;;[];;;;PVM1;;;;;;;;;;;
1295;2024-02-02 11:30:00;[Timestamp('2024-02-02 11:30:00')];;;;PVM1;;;;;;;;;;;
1296;2024-02-02 09:30:00;[Timestamp('2024-02-02 09:30:00')];;;;PVM1;;;;;;;;;;;
1297;2023-12-07 11:00:00;[Timestamp('2023-12-07 11:00:00'), Timestamp('2023-11-14 09:00:00')];;;;;;;;;;;;;;;
1298;2023-09-22 11:10:00;[Timestamp('2023-09-22 11:10:00')];;;;;;;;;;;;;;;
1299;2023-09-21 09:45:00;[Timestamp('2023-09-21 09:45:00'), Timestamp('2023-07-27 09:30:00')];;RDV;;;;;14:30-18:30(R);08:30-12:30(R);14:45-18:30(R);;;08:30-12:30(R);14:45-18:30(R);;14:45-18:30(R)
1300;2023-08-31 16:00:00;[Timestamp('2023-08-31 16:00:00')];;;;;;;;;;;;;;;
1301;;[];;;;PVM1;;;;;;;;;;;
1302;;[];;;;;;;;;;;;;;;
1303;;[];;;;PVM1;;;;;;;;;;;
1304;;[];;;;PVM1;;;;;;;;;;;
1305;;[];;;;PVM1;;;;;;;;;;;
1306;;[];;;;PVM1;;;;;;;;;;;
1307;;[];;;;PVM1;;;;;;;;;;;
1308;;[];;;;PVM1;;09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R)
1309;2023-07-19 00:00:00;[];;;;PVM1;;;;;;;;;;;
1310;;[];;;;PVM1;;11:00-14:00(R);14:00-19:30(R);11:00-14:00(R);14:00-19:30(R);11:00-14:00(R);14:00-19:30(R);11:00-14:00(R);14:00-19:30(R);;16:00-19:00(R)
1311;;[];;;;PVM1;;;;;;;;;;;
1312;;[];;;;PVM1;;;;;;;;;;;
1313;;[];;;;PVM1;;;;;;;;;;;
1314;;[];;;;PVM1;;;;;;;;;;;
1315;;[];;;;PVM1;;;;;;;;;;;
1316;;[];;;;PVM1;;;;;;;;;;;
1317;;[];;;;PVM1;;;;;;;;;;;
1318;;[];;;;PVM1;;;;;;;;;;;
1319;;[];;;;;;;;;;;;;;;
1320;;[];;;;PVM1;;;;;;;;;;;
1321;;[];;;;PVM1;;;;;;;;;;;
1322;;[];;;;PVM1;;;;;;;;;;;
1323;2023-09-14 14:20:00;[Timestamp('2023-09-14 14:20:00')];;;;;;;;;;;;;;;
1324;;[];;;;PVM1;;;;;;;;;;;
1325;;[];;;;PVM1;;;;;;;;;;;
1326;;[];;;;PVM1;;;;;;;;;;;
1327;;[];;;;PVM1;;;;;;;;;;;
1328;;[];;;;PVM1;;;;;;;;;;;
1329;;[];;;;PVM1;;;;;;;;;;;
1330;;[];;;;PVM1;;;;;;;;;;;
1331;;[];;;;;;;;;;;;;;;
1332;;[];;;;PVM1;;;;;;;;;;;
1333;;[];;;;PVM1;;;;;;;;;;;
1334;;[];;;;PVM1;;;;;;;;;;;
1335;;[];;;;PVM1;;;;;;;;;;;
1336;;[];;;;PVM1;;;;;;;;;;;
1337;2023-10-04 00:00:00;[];;;;PVM1;;;;;;;;;;;
1338;;[];;;;PVM1;;;;;;;;;;;
1339;;[];;;;PVM1;;;;;;;;;;;
1340;;[];;;;PVM1;;;;;;;;;;;
1341;;[];;;;PVM1;;;;;;;;;;;
1342;;[];;;;PVM1;;;;;;;;;;;
1343;;[];;;;PVM1;;;;;;;;;;;
1344;;[];;;GASTRO ENTÉRO;PVM1;;;;;;;;;;;
1345;2023-11-30 16:00:00;[Timestamp('2023-11-30 16:00:00')];;;NÉONAT;;;;;;;;;;;;
1346;;[];;;;PVM1;;;;;;;;;;;
1347;;[];;;;PVM1;;;;;;;;;;;
1348;;[];;;;PVM1;;;;;;;;;;;
1349;;[];;;;PVM1;;;;;;;;;;;
1350;;[];;;NÉONAT;PVM1;;;;;;;;;;;
1351;;[];;;;PVM1;;;;;;;;;;;
1352;;[];;;;PVM1;;;;;;;;;;;
1353;;[];;;;PVM1;;;;;;;;;;;
1354;;[];;;;PVM1;;08:30-14:00(R);14:00-18:00(R);;;09:00-14:00(R);14:00-17:00(R);;;09:00-14:00(R);14:00-17:00(R)
1355;;[];;;;PVM1;;;;;;;;;;;
1356;;[];;;;PVM1;;;;;;;;;;;
1357;;[];;;;PVM1;;;;;;;;;;;
1358;;[];;;;PVM1;;;;;;;;;;;
1359;;[];;;;PVM1;;;;;;;;;;;
1360;;[];;;;PVM1;;;;;;;;;;;
1361;;[];;;;PVM1;;;;;;;;;;;
1362;;[];;;;PVM1;;;;;;;;;;;
1363;;[];;;;PVM1;;;;;;;;;;;
1364;;[];;;;PVM1;;;;;;;;;;;
1365;;[];;;;PVM1;;;;;;;;;;;
1366;;[];;;NÉONAT;PVM1;;;;;;;;;;;
1367;;[];;;;PVM1;;;;;;;;;;;
1368;;[];;;;PVM1;;;;;;;;;;;
1369;;[];;;NÉONAT;PVM1;;;;;;;;;;;
1370;;[];;;;PVM1;;;;;;;;;;;
1371;;[];;;NÉONAT;PVM1;;;;;;;;;;;
1372;;[];;;;PVM1;;;;;;;;;;;
1373;;[];;;;PVM1;;;;;;;;;;;
1374;;[];;;NÉONAT;PVM1;;;;;;;;;;;
1375;;[];;;;PVM1;;;;;;;;;;;
1376;;[];;;;PVM1;;;;;;;;;;;
1377;;[];;;;PVM1;;;;;;;;;;;
1378;;[];;;;PVM1;;;;;;;;;;;
1379;;[];;;;PVM1;;;;;;;;;;;
1380;;[];;;;PVM1;;;;;;;;;;;
1381;;[];;;GASTRO ENTÉRO;;;;;;;;;;;;
1382;;[];;;;;;;;;;;;;;;
1383;;[];;;GASTRO ENTÉRO;;;;;;;;;;;;
1384;;[];;;;;;;;;;;;;;;
1385;;[];;;;;;;;;;;;;;;
1386;;[];;;;PVM1;;;;;;;;;;;
1387;;[];;;;PVM1;;;;;;;;;;;
1388;;[];;;;;;;;;;;;;;;
1389;;[];;;;PVM1;;;;;;;;;;;
1390;;[];;;;PVM1;;;;;;;;;;;
1391;;[];;;;;;;;;;;;;;;
1392;;[];;;;;;;;;;;;;;;
1393;;[];;;;PVM1;;;;;;;;;;;
1394;2024-01-22 13:00:00;[Timestamp('2024-01-22 13:00:00')];True;;;OUI;;;;;;;;;;;
1395;;[];;;;PVM1;;;;;;;;;;;
1396;2024-02-22 11:00:00;[Timestamp('2024-02-22 11:00:00'), Timestamp('2024-01-04 14:00:00')];True;;;OUI;;;;;;;;;;;
1397;;[];;;;PVM1;;;;;;;;;;;
1398;;[];;;;;;;;;;;;;;;
1399;;[];;;;PVM1;;;;;;;;;;;
1400;;[];;;;PVM1;;;;;;;;;;;
1401;2023-10-06 00:00:00;[];;;;PVM1;;;;;;;;;;;
1402;;[];;;;PVM1;;;14:00-19:00(R);;14:00-19:00(R);;14:00-19:00(R);09:00-14:00(R);;09:00-14:00(R);
1403;;[];;;;PVM1;;;;09:40-12:20(R);14:00-19:20(R);;;;;10:00-12:20(R);14:00-19:20(R)
1404;;[];;;;PVM1;;;;;;;;;;;
1405;;[];;;;PVM1;;;;;;;;;;;
1406;;[];;;;PVM1;;;;;;;;;;;
1407;;[];;;GASTRO ENTÉRO;PVM1;;;;;;;;;;;
1408;;[];;;;PVM1;;;;;;;;;;;
1409;;[];;;;PVM1;;;;;;;;;;;
1410;;[];;;;PVM1;;;;;;;;;;;
1411;;[];;;;PVM1;;;;;;;;;;;
1412;;[];;NPAI;OUT OF VEEVA;PVM1;;;;;;;;;;;
1413;;[];;;;PVM1;;;;;;;;;;;
1414;2024-01-04 16:00:00;[Timestamp('2024-01-04 16:00:00')];True;;;OUI;;09:20-12:00(R);15:00-19:00(R);12:00-14:00(R);15:00-18:00(R);;14:00-17:00(R);09:20-12:00(R);14:00-18:00(R);09:20-13:00(R);14:00-18:00(R)
1415;;[];;;;;;;;;;;;;;;
1416;;[];;;;PVM1;;;;;;;;;;;
1417;2024-02-26 14:00:00;[Timestamp('2024-02-26 14:00:00'), Timestamp('2024-01-12 16:00:00')];True;;;OUI;;;;;;;;;;;
1418;;[];;;;;;;;;;;;;;;
1419;;[];;;;PVM1;;;;;;;;;;;
1420;2024-02-26 10:00:00;[Timestamp('2024-02-26 10:00:00')];;;;PVM1/NV22;;;;;;;;;;;
1421;2023-10-04 00:00:00;[];;;;PVM1;;10:00-12:00(R);15:00-18:00(R);10:00-12:00(R);15:00-18:00(R);10:00-12:00(R);15:00-18:00(R);10:00-12:00(R);15:00-18:00(R);10:00-12:00(R);15:00-18:00(R)
1422;;[];;;;PVM1;;;;;;;;;;;
1423;;[];;;;PVM1;;;;;;;;;;;
1424;;[];;;;PVM1;;;;;;;;;;;
1425;2023-07-19 14:30:00;[Timestamp('2023-07-19 14:30:00')];;;;;;12:30-14:00(R);14:00-19:00(R);;;08:30-14:00(R);14:00-19:00(R);12:30-14:00(R);14:00-19:00(R);08:30-13:00(R);
1426;;[];;;;PVM1;;10:00-12:30(R);;10:30-12:30(R);14:00-17:00(R);;;;14:00-19:00(R);10:00-12:30(R);
1427;;[];;;;PVM1/NV22;;;;;;;;;;;
1428;;[];;;;PVM1;;;;;;;;;;;
1429;;[];;;;PVM1;;;;;;;;;;;
1430;;[];;;;PVM1;;;;;;;;;;;
1431;;[];;;;PVM1;;;;;;;;;;;
1432;;[];;;;PVM1;;;;;;;;;;;
1433;2023-07-25 11:30:00;[Timestamp('2023-07-25 11:30:00')];;;;;;;;;;;;;;;
1434;;[];;;NÉONAT;PVM1;;;;;;;;;;;
1435;;[];;;;PVM1;;;;;;;;;;;
1436;;[];;;;PVM1;;;;;;;;;;;
1437;;[];;;;PVM1;;;;;;;;;;;
1438;;[];;;;PVM1;;09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R);09:00-12:30(R);;09:00-14:00(R);14:00-19:00(R);09:00-12:30(R);
1439;;[];;;;PVM1;;;;;;;;;;;
1440;2023-09-21 11:50:00;[Timestamp('2023-09-21 11:50:00')];;;;PVM1;;;;;;;;;;;
